时间	CPU百分比	内存百分比	磁盘百分比	发送字节数	接收字节数
2020-12-15 17:36:59	14.4	svmem(total=17095811072, available=10418606080, percent=39.1, used=6677204992, free=10418606080)	72.7	858986408	10064650409
2020-12-15 17:37:02	13.8	svmem(total=17095811072, available=10416644096, percent=39.1, used=6679166976, free=10416644096)	72.7	858988107	10064700386
2020-12-15 17:37:05	13.1	svmem(total=17095811072, available=10422001664, percent=39.0, used=6673809408, free=10422001664)	72.7	858994136	10064723236
2020-12-15 17:37:08	13.4	svmem(total=17095811072, available=10425057280, percent=39.0, used=6670753792, free=10425057280)	72.7	858995784	10064735781
2020-12-15 17:37:11	13.7	svmem(total=17095811072, available=10426695680, percent=39.0, used=6669115392, free=10426695680)	72.7	858997649	10064748906
2020-12-15 17:37:14	13.6	svmem(total=17095811072, available=10429419520, percent=39.0, used=6666391552, free=10429419520)	72.7	858999424	10064758466
2020-12-15 17:37:17	13.6	svmem(total=17095811072, available=10432393216, percent=39.0, used=6663417856, free=10432393216)	72.7	859000612	10064766903
2020-12-15 17:37:20	13.9	svmem(total=17095811072, available=10434056192, percent=39.0, used=6661754880, free=10434056192)	72.7	859002865	10064782269
2020-12-15 17:37:23	13.4	svmem(total=17095811072, available=10436304896, percent=39.0, used=6659506176, free=10436304896)	72.7	859004640	10064792884
2020-12-15 17:37:26	12.8	svmem(total=17095811072, available=10440097792, percent=38.9, used=6655713280, free=10440097792)	72.7	859005962	10064806970
2020-12-15 17:37:29	13.8	svmem(total=17095811072, available=10443657216, percent=38.9, used=6652153856, free=10443657216)	72.7	859007575	10064819176
2020-12-15 17:37:32	13.7	svmem(total=17095811072, available=10447736832, percent=38.9, used=6648074240, free=10447736832)	72.7	859011108	10064833738
2020-12-15 17:37:35	13.4	svmem(total=17095811072, available=10455736320, percent=38.8, used=6640074752, free=10455736320)	72.7	859015130	10064847759
2020-12-15 17:37:38	13.4	svmem(total=17095811072, available=10466119680, percent=38.8, used=6629691392, free=10466119680)	72.7	859017968	10064861099
2020-12-15 17:37:41	13.4	svmem(total=17095811072, available=10475126784, percent=38.7, used=6620684288, free=10475126784)	72.7	859018868	10064871495
2020-12-15 17:37:44	13.3	svmem(total=17095811072, available=10480041984, percent=38.7, used=6615769088, free=10480041984)	72.7	859019888	10064881464
2020-12-15 17:37:47	13.4	svmem(total=17095811072, available=10485215232, percent=38.7, used=6610595840, free=10485215232)	72.7	859021600	10064890872
2020-12-15 17:37:50	14.4	svmem(total=17095811072, available=10491678720, percent=38.6, used=6604132352, free=10491678720)	72.7	859022140	10064900377
2020-12-15 17:37:53	13.8	svmem(total=17095811072, available=10491273216, percent=38.6, used=6604537856, free=10491273216)	72.7	859022680	10064910468
2020-12-15 17:37:56	13.0	svmem(total=17095811072, available=10492424192, percent=38.6, used=6603386880, free=10492424192)	72.7	859024092	10064920805
2020-12-15 17:37:59	13.7	svmem(total=17095811072, available=10496581632, percent=38.6, used=6599229440, free=10496581632)	72.7	859024692	10064931073
2020-12-15 17:38:02	13.8	svmem(total=17095811072, available=10498547712, percent=38.6, used=6597263360, free=10498547712)	72.7	859030348	10064942705
2020-12-15 17:38:05	13.3	svmem(total=17095811072, available=10502344704, percent=38.6, used=6593466368, free=10502344704)	72.7	859031520	10064951818
2020-12-15 17:38:08	13.3	svmem(total=17095811072, available=10506469376, percent=38.5, used=6589341696, free=10506469376)	72.7	859033740	10064963813
2020-12-15 17:38:11	13.6	svmem(total=17095811072, available=10509131776, percent=38.5, used=6586679296, free=10509131776)	72.7	859034220	10064973214
2020-12-15 17:38:14	13.1	svmem(total=17095811072, available=10511466496, percent=38.5, used=6584344576, free=10511466496)	72.7	859034640	10064982538
2020-12-15 17:38:17	13.3	svmem(total=17095811072, available=10519343104, percent=38.5, used=6576467968, free=10519343104)	72.7	859035060	10064991386
2020-12-15 17:38:20	14.6	svmem(total=17095811072, available=10522193920, percent=38.5, used=6573617152, free=10522193920)	72.7	859036080	10064999305
2020-12-15 17:38:23	13.6	svmem(total=17095811072, available=10524319744, percent=38.4, used=6571491328, free=10524319744)	72.7	859037252	10065008762
2020-12-15 17:38:26	13.5	svmem(total=17095811072, available=10527780864, percent=38.4, used=6568030208, free=10527780864)	72.7	859038152	10065020632
2020-12-15 17:38:29	13.1	svmem(total=17095811072, available=10530025472, percent=38.4, used=6565785600, free=10530025472)	72.7	859039313	10065031853
2020-12-15 17:38:32	13.8	svmem(total=17095811072, available=10532950016, percent=38.4, used=6562861056, free=10532950016)	72.7	859044353	10065046827
2020-12-15 17:38:35	13.6	svmem(total=17095811072, available=10538483712, percent=38.4, used=6557327360, free=10538483712)	72.7	859045493	10065058651
2020-12-15 17:38:38	14.0	svmem(total=17095811072, available=10541355008, percent=38.3, used=6554456064, free=10541355008)	72.7	859047593	10065069185
2020-12-15 17:38:41	14.4	svmem(total=17095811072, available=10543767552, percent=38.3, used=6552043520, free=10543767552)	72.7	859048493	10065078162
2020-12-15 17:38:44	13.0	svmem(total=17095811072, available=10548244480, percent=38.3, used=6547566592, free=10548244480)	72.7	859048794	10065086905
2020-12-15 17:38:47	13.4	svmem(total=17095811072, available=10551324672, percent=38.3, used=6544486400, free=10551324672)	72.7	859050089	10065098990
2020-12-15 17:38:50	13.7	svmem(total=17095811072, available=10554331136, percent=38.3, used=6541479936, free=10554331136)	72.7	859050809	10065110712
2020-12-15 17:38:53	13.3	svmem(total=17095811072, available=10556891136, percent=38.2, used=6538919936, free=10556891136)	72.7	859053083	10065158432
2020-12-15 17:38:56	13.5	svmem(total=17095811072, available=10559410176, percent=38.2, used=6536400896, free=10559410176)	72.7	859053866	10065168609
2020-12-15 17:38:59	13.6	svmem(total=17095811072, available=10561372160, percent=38.2, used=6534438912, free=10561372160)	72.7	859056211	10065180558
2020-12-15 17:39:02	13.9	svmem(total=17095811072, available=10564075520, percent=38.2, used=6531735552, free=10564075520)	72.7	859063219	10065195828
2020-12-15 17:39:05	12.9	svmem(total=17095811072, available=10569224192, percent=38.2, used=6526586880, free=10569224192)	72.7	859063882	10065206155
2020-12-15 17:39:08	13.8	svmem(total=17095811072, available=10572378112, percent=38.2, used=6523432960, free=10572378112)	72.7	859065789	10065216671
2020-12-15 17:39:11	14.0	svmem(total=17095811072, available=10576183296, percent=38.1, used=6519627776, free=10576183296)	72.7	859066091	10065225710
2020-12-15 17:39:14	13.9	svmem(total=17095811072, available=10579509248, percent=38.1, used=6516301824, free=10579509248)	72.7	859066514	10065233506
2020-12-15 17:39:17	13.4	svmem(total=17095811072, available=10578038784, percent=38.1, used=6517772288, free=10578038784)	72.7	859066755	10065241476
2020-12-15 17:39:20	14.3	svmem(total=17095811072, available=10580283392, percent=38.1, used=6515527680, free=10580283392)	72.7	859068635	10065251445
2020-12-15 17:39:23	13.8	svmem(total=17095811072, available=10586058752, percent=38.1, used=6509752320, free=10586058752)	72.7	859069524	10065272173
2020-12-15 17:39:26	13.3	svmem(total=17095811072, available=10589319168, percent=38.1, used=6506491904, free=10589319168)	72.7	859071177	10065281732
2020-12-15 17:39:30	13.3	svmem(total=17095811072, available=10591830016, percent=38.0, used=6503981056, free=10591830016)	72.7	859072379	10065291819
2020-12-15 17:39:33	14.5	svmem(total=17095811072, available=10595000320, percent=38.0, used=6500810752, free=10595000320)	72.7	859077122	10065321363
2020-12-15 17:39:36	13.3	svmem(total=17095811072, available=10601357312, percent=38.0, used=6494453760, free=10601357312)	72.7	859078203	10065333858
2020-12-15 17:39:39	15.8	svmem(total=17095811072, available=10603151360, percent=38.0, used=6492659712, free=10603151360)	72.7	859085016	10065347589
2020-12-15 17:39:42	15.8	svmem(total=17095811072, available=10600628224, percent=38.0, used=6495182848, free=10600628224)	72.7	859087374	10065365177
2020-12-15 17:39:45	13.5	svmem(total=17095811072, available=10599694336, percent=38.0, used=6496116736, free=10599694336)	72.7	859089076	10065402289
2020-12-15 17:39:48	14.1	svmem(total=17095811072, available=10600222720, percent=38.0, used=6495588352, free=10600222720)	72.7	859090250	10065413895
2020-12-15 17:39:51	13.2	svmem(total=17095811072, available=10603163648, percent=38.0, used=6492647424, free=10603163648)	72.7	859090852	10065425953
2020-12-15 17:39:54	14.2	svmem(total=17095811072, available=10606325760, percent=38.0, used=6489485312, free=10606325760)	72.7	859091454	10065435877
2020-12-15 17:39:57	13.5	svmem(total=17095811072, available=10609061888, percent=37.9, used=6486749184, free=10609061888)	72.7	859092117	10065444470
2020-12-15 17:40:00	13.8	svmem(total=17095811072, available=10611503104, percent=37.9, used=6484307968, free=10611503104)	72.7	859092600	10065454638
2020-12-15 17:40:03	14.5	svmem(total=17095811072, available=10614599680, percent=37.9, used=6481211392, free=10614599680)	72.7	859099190	10065467846
2020-12-15 17:40:06	13.5	svmem(total=17095811072, available=10618728448, percent=37.9, used=6477082624, free=10618728448)	72.7	859099731	10065479224
2020-12-15 17:40:09	13.9	svmem(total=17095811072, available=10622611456, percent=37.9, used=6473199616, free=10622611456)	72.7	859101354	10065493624
2020-12-15 17:40:12	13.8	svmem(total=17095811072, available=10625921024, percent=37.8, used=6469890048, free=10625921024)	72.7	859101596	10065503045
2020-12-15 17:40:15	13.9	svmem(total=17095811072, available=10628124672, percent=37.8, used=6467686400, free=10628124672)	72.7	859102137	10065514037
2020-12-15 17:40:18	13.4	svmem(total=17095811072, available=10629890048, percent=37.8, used=6465921024, free=10629890048)	72.7	859103598	10065522608
2020-12-15 17:40:21	13.8	svmem(total=17095811072, available=10632826880, percent=37.8, used=6462984192, free=10632826880)	72.7	859105732	10065531843
2020-12-15 17:40:24	14.5	svmem(total=17095811072, available=10635218944, percent=37.8, used=6460592128, free=10635218944)	72.7	859106905	10065540354
2020-12-15 17:40:27	13.9	svmem(total=17095811072, available=10637881344, percent=37.8, used=6457929728, free=10637881344)	72.7	859109552	10065578849
2020-12-15 17:40:30	13.7	svmem(total=17095811072, available=10640306176, percent=37.8, used=6455504896, free=10640306176)	72.7	859110574	10065591225
2020-12-15 17:40:33	14.9	svmem(total=17095811072, available=10642878464, percent=37.7, used=6452932608, free=10642878464)	72.7	859117058	10065612373
2020-12-15 17:40:36	14.2	svmem(total=17095811072, available=10650079232, percent=37.7, used=6445731840, free=10650079232)	72.7	859119854	10065639895
2020-12-15 17:40:39	13.6	svmem(total=17095811072, available=10654621696, percent=37.7, used=6441189376, free=10654621696)	72.7	859121954	10065663097
2020-12-15 17:40:42	14.1	svmem(total=17095811072, available=10657042432, percent=37.7, used=6438768640, free=10657042432)	72.7	859123366	10065670436
2020-12-15 17:40:45	14.0	svmem(total=17095811072, available=10659127296, percent=37.7, used=6436683776, free=10659127296)	72.7	859124478	10065678714
2020-12-15 17:40:48	14.4	svmem(total=17095811072, available=10661683200, percent=37.6, used=6434127872, free=10661683200)	72.7	859124718	10065686884
2020-12-15 17:40:51	14.3	svmem(total=17095811072, available=10665172992, percent=37.6, used=6430638080, free=10665172992)	72.7	859125198	10065697691
2020-12-15 17:40:54	14.7	svmem(total=17095811072, available=10669109248, percent=37.6, used=6426701824, free=10669109248)	72.7	859125558	10065727770
2020-12-15 17:40:57	14.8	svmem(total=17095811072, available=10670813184, percent=37.6, used=6424997888, free=10670813184)	72.7	859126398	10065749558
2020-12-15 17:41:00	14.6	svmem(total=17095811072, available=10671775744, percent=37.6, used=6424035328, free=10671775744)	72.7	859127905	10065765218
2020-12-15 17:41:03	15.4	svmem(total=17095811072, available=10675417088, percent=37.6, used=6420393984, free=10675417088)	72.7	859133621	10065784542
2020-12-15 17:41:06	13.8	svmem(total=17095811072, available=10677415936, percent=37.5, used=6418395136, free=10677415936)	72.7	859134101	10065793946
2020-12-15 17:41:09	13.8	svmem(total=17095811072, available=10683416576, percent=37.5, used=6412394496, free=10683416576)	72.7	859137013	10065806762
2020-12-15 17:41:12	14.2	svmem(total=17095811072, available=10687795200, percent=37.5, used=6408015872, free=10687795200)	72.7	859137253	10065817125
2020-12-15 17:41:15	14.2	svmem(total=17095811072, available=10689687552, percent=37.5, used=6406123520, free=10689687552)	72.7	859137733	10065826152
2020-12-15 17:41:18	14.0	svmem(total=17095811072, available=10693382144, percent=37.5, used=6402428928, free=10693382144)	72.7	859137853	10065839859
2020-12-15 17:41:21	13.8	svmem(total=17095811072, available=10695065600, percent=37.4, used=6400745472, free=10695065600)	72.7	859138993	10065852511
2020-12-15 17:41:24	14.3	svmem(total=17095811072, available=10697498624, percent=37.4, used=6398312448, free=10697498624)	72.7	859139699	10065862599
2020-12-15 17:41:27	13.5	svmem(total=17095811072, available=10699644928, percent=37.4, used=6396166144, free=10699644928)	72.7	859142283	10065875898
2020-12-15 17:41:30	14.9	svmem(total=17095811072, available=10702041088, percent=37.4, used=6393769984, free=10702041088)	72.7	859143483	10065889737
2020-12-15 17:41:33	14.8	svmem(total=17095811072, available=10703949824, percent=37.4, used=6391861248, free=10703949824)	72.7	859148523	10065908344
2020-12-15 17:41:36	13.8	svmem(total=17095811072, available=10705305600, percent=37.4, used=6390505472, free=10705305600)	72.7	859149755	10065920247
2020-12-15 17:41:39	14.2	svmem(total=17095811072, available=10707943424, percent=37.4, used=6387867648, free=10707943424)	72.7	859152155	10065933279
2020-12-15 17:41:42	15.1	svmem(total=17095811072, available=10711396352, percent=37.3, used=6384414720, free=10711396352)	72.7	859152875	10065944003
2020-12-15 17:41:45	16.9	svmem(total=17095811072, available=10713227264, percent=37.3, used=6382583808, free=10713227264)	72.7	859168351	10065960807
2020-12-15 17:41:48	15.2	svmem(total=17095811072, available=10715004928, percent=37.3, used=6380806144, free=10715004928)	72.7	859168893	10065971440
2020-12-15 17:41:51	15.5	svmem(total=17095811072, available=10717360128, percent=37.3, used=6378450944, free=10717360128)	72.7	859170545	10065982388
2020-12-15 17:41:54	15.1	svmem(total=17095811072, available=10720903168, percent=37.3, used=6374907904, free=10720903168)	72.7	859170968	10065991747
2020-12-15 17:41:57	14.7	svmem(total=17095811072, available=10722643968, percent=37.3, used=6373167104, free=10722643968)	72.7	859172503	10066000083
2020-12-15 17:42:00	14.9	svmem(total=17095811072, available=10724716544, percent=37.3, used=6371094528, free=10724716544)	72.7	859175765	10066023277
2020-12-15 17:42:03	15.0	svmem(total=17095811072, available=10726649856, percent=37.3, used=6369161216, free=10726649856)	72.7	859181676	10066052563
2020-12-15 17:42:06	15.9	svmem(total=17095811072, available=10729623552, percent=37.2, used=6366187520, free=10729623552)	72.7	859182759	10066064879
2020-12-15 17:42:09	15.1	svmem(total=17095811072, available=10731843584, percent=37.2, used=6363967488, free=10731843584)	72.7	859184171	10066078547
